ameer,male
amer,male
amid,male
amin,male
amir,male
amjad,male
ammaar,male
ammar,male
amr,male
amro,male
anas,male
anasah,male
aneeq,male
anees,male
aniq,male
anis,male
anjam,male
ansar,male
antarah,male
anwaar,male
anwar,male
anzar,male
aqdas,male
aqeel,male
aqeil,male
aqil,male
arbaaz,male
arbab,male
areeb,male
areez,male
arfan,male
arham,male
arif,male
arish,male
armaan,male
arman,male
arqam,male
arsal,male
arsalaan,male
arsh,male
arshad,male
arshaq,male
arslan,male
artah,male
aryan,male
asad,male
asadel,male
asar,male
asbagh,male
asbat,male
aseed,male
asfar,male
asgar,male
asghar,male
ashaath,male
ashar,male
ashaz,male
asher,male
ashfaq,male
ashik,male
ashim,male
ashmaan,male
ashmath,male
ashraf,male
asif,male
asim,male
aslam,male
asrar,male
aswad,male
ata,male
ataa,male
ataallah,male
ataalrahman,male
ataubaq,male
ateeb,male
athar,male
athazaz,male
athier,male
athil,male
athir,male
atif,male
atik,male
atiq,male
attiq,male
awad,male
awf,male
awn,male
aws,male
awwab,male
ayaan,male
ayaaz,male
ayaz,male
aybak,male
aydin,male
ayham,male
aymaan,male
ayman,male
ayoob,male
ayser,male
ayub,male
ayyash,male
ayyub,male
aza,male
azaan,male
azab,male
azad,male
azeem,male
azfer,male
azhar,male
azim,male
aziz,male
azlan,male
azmat,male
azraq,male
azraqi,male
azzam,male
baahir,male
baasim,male
babar,male
baber,male
badi,male
badialzaman,male
badr,male
badraldin,male
badri,male
baha,male
bahaaldin,male
bahij,male
bahir,male
bahiyyaldin,male
bakr,male
bakri,male
baligh,male
bandar,male
baqar,male
baqir,male
barakah,male
barir,male
barkat,male
barr,male
barraq,male
basel,male
basem,male
bashaar,male
bashar,male
basharat,male
bashir,male
bashshar,male
basil,male
basim,male
basir,male
bassam,male
batal,male
bayhas,male
bazaan,male
bazam,male
behzad,male
bilal,male
bishr,male
boulos,male
budail,male
budayl,male
bulhut,male
burak,male
burayd,male
burhaan,male
burhan,male
bushr,male
butrus,male
daamin,male
daanish,male
dabbah,male
dabir,male
daghfal,male
dakhil,male
dameer,male
damurah,male
dani,male
daniel,male
danish,male
daniyal,male
darim,male
darwish,male
daud,male
dawid,male
dawlah,male
dawoud,male
dawud,male
dayyan,male
dean,male
deen,male
dhakir,male
dhakiy,male
dhakwan,male
dhiya,male
dhulfiqar,male
dilawar,male
dildar,male
dinar,male
dirar,male
diya,male
diyaaldin,male
diyari,male
dizhwar,male
duha,male
duqaq,male
ehan,male
ehsaas,male
ehsan,male
eijaz,male
eisa,male
ejaz,male
elamin,male
emran,male
faaiz,male
faakhir,male
faaris,male
faaz,male
fadi,male
fadil,male
fadl,male
fadlallah,male
faeq,male
fahad,male
fahd,male
faheem,male
fahim,male
fahmi,male
fahyim,male
faik,male
faiq,male
faisal,male
faiyaz,male
faiz,male
faizaan,male
faizan,male
fajaruddin,male
fajer,male
fakeeh,male
fakhir,male
fakhr,male
fakhraldin,male
fakhri,male
fakhrul,male
fakhry,male
fakih,male
falah,male
falih,male
faqeeh,male
farafisa,male
faraj,male
farasat,male
faraz,male
fardeen,male
fareed,male
fareeq,male
farees,male
farhan,male
farid,male
fariq,male
faris,male
farooq,male
farouk,male
farraj,male
farrukh,male
faruq,male
fasahat,male
faseeh,male
fateen,male
fateh,male
fath,male
fathi,male
fatih,male
fatik,male
fatin,male
fattah,male
fawad,male
fawwaz,male
fawz,male
fawzan,male
fawzi,male
fayaaz,male
fayd,male
fayek,male
faysal,male
fayyad,male
fayzan,male
fazal,male
fazan,male
feroz,male
ferran,male
fida,male
fiddah,male
fidyan,male
fikri,male
firas,male
firoz,male
fizan,male
fouad,male
fuad,male
fudail,male
fujai,male
furozh,male
fuwad,male
fuzail,male
gamal,male
gamali,male
ghaith,male
ghali,male
ghalib,male
ghanem,male
ghanim,male
ghannam,male
ghasaan,male
ghassan,male
ghauth,male
ghawth,male
ghayoor,male
ghayth,male
ghazalan,male
ghazanfar,male
ghazawan,male
ghazi,male
ghazwan,male
ghazzal,male
ghiyath,male
ghufran,male
ghulam,male
ghunayn,male
ghusharib,male
ghusun,male
ghutayf,male
gohar,male
gulab,male
gulfam,male
gulshan,male
gulzar,male
haadee,male
haaris,male
haashir,male
haaziq,male
habbab,male
habeebullah,male
habib,male
habis,male
hadad,male
haddad,male
hadee,male
hadi,male
hadid,male
hafid,male
hafiz,male
hafs,male
haider,male
haikal,male
haitham,male
haji,male
hajib,male
hajjaj,male
hakeem,male
hakem,male
hakim,male
haleef,male
haleem,male
halim,male
hallaj,male
halwani,male
hamal,male
hamas,male
hamd,male
hamdan,male
hamdhy,male
hamdi,male
hameem,male
hami,male
hamid,male
hamim,male
hammad,male
hammam,male
hamood,male
hamza,male
hamzah,male
hana,male
hanai,male
hanash,male
hanbal,male
haneef,male
hani,male
hanif,male
hanifah,male
hannad,male
haq,male
haris,male
harisah,male
harith,male
haroon,male
haroun,male
harun,male
hasan,male
haseeb,male
haseen,male
hasham,male
hashid,male
hashim,male
hashir,male
hashmat,male
hasib,male
hasnain,male
hassan,male
hatib,male
hatim,male
hawshab,male
hayaat,male
haydar,male
hayder,male
haytham,male
hayyam,male
hayyan,male
hazim,male
haziq,male
hesam,male
hibah,male
hibbaan,male
hidayat,male
hilal,male
hilel,male
hilmi,male
himayat,male
hisham,male
hissan,male
hooman,male
hosaam,male
houd,male
houda,male
hubaab,male
hud,male
hudad,male
hudhafah,male
hudhaifah,male
hudhayfah,male
hujayyah,male
hujjat,male
humaid,male
humair,male
humam,male
humayl,male
humayun,male
humd,male
humza,male
hurairah,male
hurayth,male
hurmat,male
hurrah,male
husain,male
husam,male
husamaldin,male
husayn,male
husni,male
hussain,male
hussein,male
huthayfa,male
huzaifah,male
huzayfah,male
huzayl,male
ibaad,male
ibn,male
ibrahim,male
id,male
idris,male
iftikhar,male
ihab,male
ihsan,male
ihtesham,male
ihtiram,male
ihtisham,male
ihtsham,male
ijaz,male
ijli,male
ikrimah,male
ilan,male
ilias,male
ilifat,male
ilyas,male
imaad,male
imaan,male
imad,male
imadaldin,male
imam,male
imran,male
imtiaz,male
imtiyaz,male
inaam,male
inam,male
inayat,male
iniat,male
insaf,male
intaj,male
intikhab,male
intizar,male
iqbal,male
iqraam,male
iqrit,male
iqtidar,male
irfan,male
isa,male
isam,male
ishaq,male
ishrat,male
ishtiyaq,male
iskandar,male
islam,male
ismah,male
ismail,male
israr,male
issam,male
issar,male
istakhri,male
ithaar,male
itimad,male
iyaad,male
iyaas,male
iyad,male
iyas,male
izaan,male
izyan,male
izz,male
izzaldin,male
izzat,male
jaan,male
jabalah,male
jabbar,male
jabir,male
jabr,male
jad,male
jadallah,male
jafar,male
jaffer,male
jahangir,male
jahanzeb,male
jahdami,male
jahdari,male
jahiz,male
jahm,male
jal,male
jalal,male
jalalaldin,male
jaleel,male
jalees,male
jalil,male
jamal,male
jamalaldin,male
jameel,male
jamesha,male
jamil,male
jan,male
jaraah,male
jareer,male
jari,male
jarir,male
jariyah,male
jarood,male
jarrar,male
jasim,male
jasmir,male
jauhar,male
jaul,male
jaun,male
javed,male
javeed,male
javier,male
jawad,male
jawdah,male
jawdan,male
jawhar,male
jazib,male
jazlaan,male
jeelan,male
jibran,male
jibril,male
jihad,male
jiyad,male
juayl,male
jubair,male
jubayr,male
juhaym,male
jul,male
juma,male
jumah,male
jumanah,male
jummal,male
jumuah,male
junaid,male
junayd,male
jundub,male
juthamah,male
juwain,male
juwayn,male
kaamil,male
kaashif,male
kabeer,male
kabir,male
kadar,male
kadeen,male
kadeer,male
kadin,male
kadir,male
kafeel,male
kahil,male
kaiser,male
kajji,male
kalbi,male
kaleem,male
kaleema,male
kalil,male
kaliq,male
kamal,male
kameel,male
kamil,male
kamran,male
karam,male
kardal,male
kareef,male
kareem,male
karif,male
karim,male
kasam,male
kaseeb,male
kaseem,male
kashan,male
kashif,male
kasib,male
kasim,male
kateb,male
katib,male
kawkab,male
kawthar,male
kaysan,male
kazi,male
kazim,male
kedar,male
keyaan,male
khadim,male
khafid,male
khairaldin,male
khairi,male
khairy,male
khalaf,male
khalam,male
khaldoon,male
khaldun,male
khaled,male
khaleed,male
khaleel,male
khaleeq,male
khalid,male
khalifah,male
khalil,male
khalilalallah,male
khalis,male
khallad,male
kharijah,male
khasib,male
khateeb,male
khatib,male
khawar,male
khayaam,male
khayr,male
khayri,male
khayyat,male
khazin,male
khidash,male
khidr,male
khirash,male
khoury,male
khubaib,male
khubayb,male
khulayd,male
khulus,male
khunays,male
khuram,male
khuraymah,male
khurram,male
khursheed,male
khurshid,male
khushbakht,male
khushtar,male
khuzaimah,male
khuzaymah,male
kifayat,male
kinza,male
kishwar,male
kurayb,male
kutaiba,male
labeeb,male
labib,male
lablab,male
lahiah,male
laiq,male
laith,male
lajlaj,male
laqeet,male
lateef,male
latif,male
layth,male
liban,male
limazah,male
liyaqat,male
luay,male
lubaid,male
lubayd,male
luqman,male
lut,male
lutf,male
lutfi,male
maaz,male
mabad,male
mad,male
madani,male
madiyan,male
madyan,male
mahad,male
mahaz,male
mahbeer,male
mahbub,male
mahd,male
mahdi,male
maher,male
mahfuj,male
mahfuz,male
mahir,male
mahja,male
mahjub,male
mahmoud,male
mahmud,male
mahrus,male
maimun,male
main,male
majd,male
majdaldin,male
majdi,male
majdy,male
majid,male
makhdoom,male
makin,male
makki,male
malih,male
malik,male
mamdouh,male
mamduh,male
mamoon,male
mamun,male
man,male
mandhur,male
mansoor,male
mansur,male
manzar,male
manzoor,male
maqbool,male
maqil,male
marghoob,male
marghub,male
marid,male
marudeen.,male
maruf,male
marwan,male
marzuq,male
masarrat,male
mashal,male
mashhood,male
mashhud,male
mashhur,male
mashkoor,male
masood,male
masoud,male
masroor,male
masrur,male
masud,male
masum,male
masun,male
mateen,male
matloob,male
mawsil,male
maymun,male
maysarah,male
mazhar,male
mazin,male
mehboob,male
mehtab,male
mekka,male
mensur,male
miftah,male
mihran,male
mihyar,male
mika,male
mikail,male
mimar,male
minhaj,male
miqdad,male
miraj,male
mirsab,male
misbah,male
mishaal,male
mishal,male
miskeen,male
mistah,male
miyaz,male
moazzam,male
mobeen,male
moeenuddin,male
moeez,male
moemen,male
mohammed,male
mohid,male
mohsin,male
mokbul,male
moosa,male
mostafa,male
motasim,male
motaz,male
mounir,male
mourad,male
muadh,male
muafa,male
mualla,male
muallim,male
muammar,male
muammer,male
muawiyah,male
muawwiz,male
muayyad,male
muballigh,male
mubarak,male
mubaraq,male
mubashir,male
mubassir,male
mubeen,male
mubid,male
mubin,male
mudabbir,male
mudar,male
mudasir,male
mudasser,male
muddaththir,male
mueen,male
mueez,male
mufaddal,male
mufakkir,male
mufallah,male
mufeed,male
mufid,male
muflih,male
mufti,male
mughith,male
muhab,male
muhafiz,male
muhaimin,male
muhair,male
muhajir,male
muhammad,male
muhanna,male
muhannad,male
muhanned,male
muharrem,male
muhayr,male
muhdee,male
muheet,male
muhib,male
muhibb,male
muhriz,male
muhsin,male
muhtadi,male
muhtashim,male
muhyialdin,male
muin,male
muinuddeen,male
muiz,male
muizz,male
mujab,male
mujaddid,male
mujahid,male
mujazziz,male
mujeeb,male
mujibur,male
mujtaba,male
mukarram,male
mukhlis,male
mukhtar,male
mukthadir,male
mulayl,male
mulham,male
mulhim,male
mumin,male
mummar,male
mumtaz,male
munaf,male
munahid,male
munawwar,male
mundhir,male
muneeb,male
muneer,male
munib,male
munif,male
munir,male
munis,male
munjid,male
munkadir,male
munqad,male
munsif,male
muntasir,male
muntazir,male
munzir,male
muqaddas,male
muqatadir,male
muqbil,male
muqtasid,male
murabbi,male
murad,male
mursal,male
murshid,male
murtaad,male
murtada,male
murtadaa,male
murtadhy,male
murtadi,male
murtaza,male
musa,male
musab,male
musad,male
musaddiq,male
musaid,male
museeb,male
musharraf,male
musheer,male
mushfiq,male
mushir,male
mushtaq,male
muslih,male
muslim,male
mussarrat,male
mustaeen,male
mustafa,male
mustafeed,male
mustahsan,male
mustajab,male
mustakim,male
mustaneer,male
mustaqeem,male
mustatab,male
muta,male
mutahhir,male
mutashim,male
mutasim,male
mutawalli,male
mutawassit,male
mutayyib,male
mutazz,male
muthanna,male
muti,male
muttaqi,male
muttee,male
muwaffaq,male
muyassar,male
muzaffar,male
muzakkir,male
muzammil,male
muzhir,male
muzzammil,male
naadir,male
nabeel,male
nabhan,male
nabigh,male
nabighah,male
nabih,male
nabil,male
nadeem,male
nadhir,male
nadim,male
nadir,male
nadr,male
naeem,male
nafasat,male
nafees,male
nafi,male
nafis,male
nahid,male
naib,male
naif,male
nail,male
naim,male
najair,male
najam,male
najeeb,male
najeed,male
naji,male
najib,male
najid,male
najih,male
najjar,male
najm,male
najmaldin,male
naman,male
nameer,male
namik,male
namir,male
naqeeb,male
naqi,male
naqid,male
naqqaash,male
naseef,male
naseem,male
naseer,male
nashah,male
nashat,male
nashit,male
nashwan,male
nasib,male
nasif,male
nasih,male
nasim,male
nasir,male
nasiraldin,male
nasmi,male
nasr,male
nasri,male
nasser,male
nasuh,male
natiq,male
naushad,male
naveed,male
navid,male
nawaf,male
nawaz,male
nawfal,male
nawwaf,male
nayab,male
nayif,male
nazakat,male
nazar,male
nazeef,male
nazeeh,male
nazeem,male
nazeer,male
nazih,male
nazim,male
nazir,male
nazmi,male
nehan,male
nibras,male
nidal,male
nihal,male
nijad,male
nimr,male
nishaaj,male
nithar,male
niyaz,male
nizam,male
nizar,male
nizzar,male
noman,male
nooh,male
noor,male
noorali,male
noori,male
noraiz,male
nour,male
noureddine,male
nuaim,male
nuaym,male
nubaid,male
nuh,male
nuhaid,male
nuhayd,male
numair,male
numan,male
nur,male
nuraldin,male
nuraz,male
nurdeen,male
nurfirdaus,male
nuri,male
nurulqiblatayn,male
nusayb,male
nusayr,male
nusrah,male
nusrat,male
obaid,male
omair,male
omar,male
osama,male
owais,male
parsa,male
parvez,male
pervaiz,male
qaadir,male
qabeel,male
qadar,male
qadeer,male
qadi,male
qadim,male
qahtan,male
qaim,male
qais,male
qamar,male
qani,male
qanit,male
qareeb,male
qaseem,male
qasid,male
qasif,male
qasim,male
qatadah,male
qawee,male
qays,male
quadir,male
qudamah,male
qudoos,male
qurban,male
qusay,male
qutaibah,male
qutaybah,male
qutb,male
qutuz,male
raahil,male
raamis,male
raamiz,male
raashid,male
rabah,male
rabar,male
rabbani,male
rabee,male
rabi,male
rabiah,male
rabit,male
radi,male
raees,male
rafan,male
rafay,male
rafee,male
rafeek,male
rafi,male
rafid,male
rafik,male
rafiq,male
ragheb,male
raghib,male
raghid,male
rahat,male
raheel,male
raheesh,male
rahil,male
rahim,male
rahman,male
rahmat,male
raid,male
raif,male
raihan,male
rais,male
raiyan,male
raja,male
rajaa,male
rajab,male
raji,male
rajih,male
rakeem,male
rakhshan,male
rakin,male
ramadan,male
rameez,male
rami,male
ramih,male
ramin,male
ramiz,male
ramzi,male
rani,male
raonar,male
raquib,male
raseem,male
rashad,male
rashdan,male
rasheed,male
rashid,male
rasil,male
rasin,male
rasmi,male
rasool,male
rasul,male
ratib,male
rauf,male
rawahah,male
rawdah,male
rawh,male
rayan,male
rayees,male
rayhaan,male
rayhan,male
rayn,male
rayyan,male
raza,male
razam,male
razeen,male
razin,male
reda,male
rehan,male
rehma,male
rehmatullah,male
reza,male
riaz,male
rida,male
ridha,male
ridwan,male
rifaah,male
rihab,male
risay,male
riyad,male
riyadh,male
riyasat,male
rizq,male
rizwan,male
robeel,male
rohail,male
roshan,male
rowel,male
ruhi,male
rukanah,male
rushd,male
rushdi,male
ruwaid,male
ruwayd,male
ruwayfi,male
saad,male
saadah,male
saadat,male
saafir,male
saahir,male
saaiq,male
saal,male
saaqib,male
sab,male
sabbir,male
sabeeh,male
sabeer,male
sabih,male
sabil,male
sabiq,male
sabir,male
sabri,male
sabur,male
saburah,male
sad,male
sadad,male
sadaldin,male
sadan,male
sadaqat,male
sadeed,male
sadeem,male
sadid,male
sadik,male
sadiq,male
sadit,male
sadun,male
saeed,male
safdar,male
safeenah,male
safeer,male
saffar,male
safi,male
safiy,male
safiyaldin,male
safiyallah,male
safiyy,male
safuh,male
safulislam,male
safwah,male
safwan,male
safwat,male
sagheer,male
sahab,male
sahar,male
saheim,male
sahib,male
sahil,male
sahir,male
sahl,male
sahm,male
sahmir,male
saib,male
said,male
saif,male
saifaldin,male
saifan,male
saifulazman,male
saim,male
sair,male
sairah,male
saji,male
sajid,male
sajjad,male
sakhawat,male
sakhr,male
sakhrah,male
salaahddinn,male
salaam,male
salah,male
salahaldin,male
salam,male
salamah,male
salamat,male
salar,male
saleel,male
saleem,male
saleh,male
salif,male
salih,male
salik,male
salim,male
salman,male
salsaal,male
salsal,male
salt,male
sameed,male
sameer,male
sameh,male
sami,male
samih,male
samir,male
samit,male
samman,male
sanaullah,male
sanawbar,male
saood,male
saqer,male
saqib,male
saqr,male
sarab,male
sarfaraz,male
sarfraz,male
sarim,male
sariyah,male
sarmad,male
sarosh,male
sarwar,male
sati,male
saud,male
sawa,male
sawad,male
sawlat,male
sawwaf,male
sayf,male
sayfiyy,male
sayhan,male
sayid,male
sayyar,male
sayyid,male
seema,male
seif,male
shaaf,male
shaariq,male
shabaan,male
shabab,male
shabah,male
shaban,male
shabaz,male
shabb,male
shabbeer,male
shabbir,male
shabeeh,male
shabib,male
shad,male
shadab,male
shadan,male
shadeed,male
shadhin,male
shadi,male
shadin,male
shafaat,male
shafee,male
shafeeq,male
shafi,male
shafin,male
shafiq,male
shafiulla,male
shafqat,male
shah,male
shahab,male
shahadat,male
shahan,male
shaharyar,male
shahbaz,male
shaheed,male
shaheem,male
shaheen,male
shaheer,male
shahid,male
shahin,male
shahir,male
shahnawaz,male
shahrukh,male
shahrul,male
shahzad,male
shahzaib,male
shahzor,male
shairyaar,male
shajee,male
shakeel,male
shakib,male
shakir,male
shallal,male
shamal,male
shamas,male
shameel,male
shameem,male
shamel,male
shamil,male
shamim,male
shammyn,male
shams,male
shamsaldin,male
shamshad,male
shamsheer,male
shamsideen,male
shamsulhaq,male
shan,male
shaqeeq,male
sharaf,male
sharafat,male
sharaheel,male
shareef,male
shareek,male
sharif,male
sharifudin,male
shariq,male
sharique,male
sharjeel,male
shaukat,male
shawaiz,male
shawqi,male
shayaan,male
shayan,male
shaybah,male
shazad,male
shazeb,male
shaziya,male
shehran,male
shehroze,male
shehryaar,male
shehyar,male
shehzaad,male
sheraz,male
sheryar,male
shibli,male
shifa,male
shihab,male
shihabaldin,male
shihad,male
shiraz,male
shoaib,male
shuaa,male
shuaib,male
shuayb,male
shuja,male
shukri,male
shumayl,male
shuneal,male
shurahbeel,male
shurayh,male
shuraym,male
siddiq,male
sifet,male
sikandar,male
silah,male
simak,male
sinan,male
siraj,male
sirajaldin,male
siwar,male
sofian,male
sohaib,male
sohail,male
souffian,male
subhan,male
subhi,male
sufyan,male
suhaan,male
suhaib,male
suhail,male
suhaim,male
suhayb,male
suhayl,male
suhaym,male
suheb,male
sulaiman,male
sulayk,male
sulayman,male
sultaan,male
sultan,male
sumayya,male
sumrah,male
suoud,male
suraqah,male
surayj,male
surur,male
suud,male
suwaybit,male
suwayd,male
sydeek,male
syed,male
taanish,male
taban,male
tabassum,male
tabish,male
taha,male
tahawwur,male
taheem,male
tahir,male
tahmeed,male
tahmid,male
tahoor,male
tahseen,male
tahsin,male
taimallah,male
taimur,male
taj,male
tajaldin,male
tajammal,male
tajammul,male
tajudinn,male
talal,male
talat,male
talha,male
talhah,male
tali,male
talib,male
tamam,male
tameem,male
tameez,male
tamim,male
tamir,male
tamkeen,male
tammam,male
tanim,male
tanveer,male
tanwir,male
taqiy,male
taqiyy,male
tarannum,male
tareef,male
tarif,male
tariq,male
tasadduq,male
tasawwar,male
taseen,male
taslim,male
tasneen,male
taufiq,male
tauqeer,male
tawbah,male
tawfeeq,male
tawfiq,male
tawhid,male
tawoos,male
tawseef,male
taymallah,male
taymullah,male
taymur,male
taysir,male
tayyab,male
tayyib,male
tazeem,male
tazneem,male
tehseen,male
thabit,male
thalabah,male
thaman,male
thamar,male
thamer,male
thamir,male
thaqaf,male
thaqib,male
tharwat,male
thauban,male
thawab,male
thawban,male
thayer,male
thumamah,male
tihami,male
tobias,male
toqeer,male
tufayl,male
tulayb,male
tunveer,male
turhan,male
ubadah,male
ubaid,male
ubaidah,male
ubayd,male
ubaydah,male
ubaydullah,male
ubayy,male
udail,male
uday,male
udayl,male
uhban,male
ulfat,male
umair,male
umar,male
umarah,male
umayr,male
umayyah,male
umran,male
unais,male
unal,male
unays,male
uqbah,male
urfee,male
urooj,male
urwah,male
usaim,male
usama,male
usamah,male
usayd,male
usaym,male
usman,male
utbah,male
uthal,male
uthman,male
uwayam,male
uzair,male
uzayr,male
waail,male
waddah,male
wadi,male
wadid,male
wafa,male
wafeeq,male
wafi,male
wafiq,male
wahab,male
wahb,male
wahban,male
waheed,male
wahhab,male
wahhaj,male
wahib,male
wahid,male
wail,male
wais,male
waiz,male
wajdaan,male
wajdi,male
wajeeh,male
wajid,male
wajih,male
wakalat,male
wakeel,male
wakil,male
waleed,male
wali,male
walid,male
walif,male
waliuddin,male
waliyaldin,male
waliyallah,male
waqaar,male
waqar,male
waqas,male
waqqas,male
ward,male
wasay,male
waseem,male
wasif,male
wasil,male
wasim,male
watheq,male
wazir,male
wildan,male
wisam,male
yafi,male
yaghnam,male
yahya,male
yaman,male
yameen,male
yaqeen,male
yaqoot,male
yaqub,male
yar,male
yasar,male
yaseen,male
yasin,male
yasir,male
yasser,male
yathrib,male
yawar,male
yawer,male
yazan,male
yazeed,male
yazid,male
yoonus,male
youssef,male
yuhannis,male
yunus,male
yusef,male
yushua,male
yusr,male
yusri,male
yusuf,male
zackariya,male
zaeem,male
zafar,male
zafir,male
zafrul,male
zaheer,male
zahi,male
zahid,male
zahir,male
zaid,male
zaigham,male
zaighum,male
zaim,male
zain,male
zair,male
zakar,male
zakariya,male
zakariyya,male
zaki,male
zakir,male
zakwan,male
zaky,male
zaman,male
zameer,male
zamil,male
zarar,male
zarif,male
zaroon,male
zarrar,male
zayan,male
zayb,male
zayd,male
zayer,male
zayn,male
zebadiyah,male
zeeshan,male
zeeya,male
zeyad,male
zia,male
ziad,male
ziaud,male
zishan,male
ziyad,male
zohaib,male
zohair,male
zubair,male
zubayr,male
zuehb,male
zufar,male
zuhaib,male
zuhair,male
zuhayr,male
zuhoor,male
zulaym,male
zulfaqar,male
zulfiqar,male
zulqarnain,male
zunnoon,male
zuti,male
aabidah,female
aabirah,female
aabish,female
aadab,female
aadila,female
aaeedah,female
aaeesha,female
aafia,female
aafiya,female
aafreeda,female
aafreen,female
aaidah,female
aairah,female
aakifah,female
aala,female
aalaa,female
aaleyah,female
aalia,female
aalimah,female
aaliyah,female
aamaal,female
aamal,female
aamanee,female
aamilah,female
aaminah,female
aamira,female
aamirah,female
aanifatimahkhatoon,female
aanisah,female
aaqilah,female
aara,female
aarifah,female
aasia,female
aasimah,female
